0 NONE Person_or_Vehicle NONE:0.000412502845998 Person_or_Vehicle:0.604162232496 Other:0.0398129311798 Building_or_Public_Space:0.266852437698 Road_or_Driveway:0.0746790061996 Traffic_Signal:0.0140808895799
128 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.970629088834 Other:0.00807798902978 Building_or_Public_Space:0.0169601632991 Road_or_Driveway:0.00433275883686 Traffic_Signal:0.0
129 Other Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.229523086541 Other:0.00390870562382 Building_or_Public_Space:0.755591737803 Road_or_Driveway:0.0109764700313 Traffic_Signal:0.0
130 Person_or_Vehicle Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.387379578008 Other:0.0037013615421 Building_or_Public_Space:0.541889686153 Road_or_Driveway:0.0659468890158 Traffic_Signal:0.00108248528107
131 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.787365172898 Other:0.00259691145856 Building_or_Public_Space:0.192279740281 Road_or_Driveway:0.016060535048 Traffic_Signal:0.00169764031507
132 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.672770845606 Other:0.00179777659817 Building_or_Public_Space:0.177369140679 Road_or_Driveway:0.148062237118 Traffic_Signal:0.0
133 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.704208364653 Other:0.00767528730913 Building_or_Public_Space:0.234987126236 Road_or_Driveway:0.053129221802 Traffic_Signal:0.0
134 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.902998710034 Other:0.00655588208042 Building_or_Public_Space:0.0728445982798 Road_or_Driveway:0.0176008096062 Traffic_Signal:0.0
135 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.496667608838 Other:0.00530487483968 Building_or_Public_Space:0.484074305045 Road_or_Driveway:0.0139532112773 Traffic_Signal:0.0
136 Person_or_Vehicle Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.224493883561 Other:0.00562394217165 Building_or_Public_Space:0.741328688145 Road_or_Driveway:0.0285534861226 Traffic_Signal:0.0
137 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.499981569187 Other:0.00213630861638 Building_or_Public_Space:0.402515500709 Road_or_Driveway:0.0912578298476 Traffic_Signal:0.00410879164005
138 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.755016818058 Other:0.00442208964969 Building_or_Public_Space:0.222091147869 Road_or_Driveway:0.0184699444234 Traffic_Signal:0.0
139 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.806982565742 Other:0.0027675152921 Building_or_Public_Space:0.170349857513 Road_or_Driveway:0.0199000614527 Traffic_Signal:0.0
140 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.749368186487 Other:0.00473483003856 Building_or_Public_Space:0.124805035111 Road_or_Driveway:0.121091948364 Traffic_Signal:0.0
141 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.816099126212 Other:0.0489392368561 Building_or_Public_Space:0.100642993483 Road_or_Driveway:0.0343186434487 Traffic_Signal:0.0
142 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.570710744406 Other:0.00455517065483 Building_or_Public_Space:0.341679147627 Road_or_Driveway:0.0830549373116 Traffic_Signal:0.0
143 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.86136657454 Other:0.00477558924028 Building_or_Public_Space:0.102747566149 Road_or_Driveway:0.0311102700704 Traffic_Signal:0.0
144 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.57525952693 Other:0.00849196197992 Building_or_Public_Space:0.192327334444 Road_or_Driveway:0.223921176646 Traffic_Signal:0.0
145 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.793513974036 Other:0.00667425476587 Building_or_Public_Space:0.102967147044 Road_or_Driveway:0.0968446241539 Traffic_Signal:0.0
146 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.584375344056 Other:0.0200101327286 Building_or_Public_Space:0.217465114274 Road_or_Driveway:0.178149408942 Traffic_Signal:0.0
147 Road_or_Driveway Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.276062937673 Other:0.0341778139667 Building_or_Public_Space:0.519477653885 Road_or_Driveway:0.170281594475 Traffic_Signal:0.0
148 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.613666346763 Other:0.00929956749425 Building_or_Public_Space:0.336661626105 Road_or_Driveway:0.0398869703636 Traffic_Signal:0.000485489274217
149 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.912254277252 Other:0.00148128200136 Building_or_Public_Space:0.0795874862411 Road_or_Driveway:0.00667695450577 Traffic_Signal:0.0
150 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.861050146246 Other:0.0201008315742 Building_or_Public_Space:0.0948116677637 Road_or_Driveway:0.0240373544164 Traffic_Signal:0.0
151 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.738702034007 Other:0.0262277760871 Building_or_Public_Space:0.231378436756 Road_or_Driveway:0.00369175315007 Traffic_Signal:0.0
152 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.578440644856 Other:0.00711697881107 Building_or_Public_Space:0.352978361312 Road_or_Driveway:0.0614640150206 Traffic_Signal:0.0
153 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.928929614169 Other:0.000984102520305 Building_or_Public_Space:0.0654185497632 Road_or_Driveway:0.00466773354705 Traffic_Signal:0.0
154 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.297165969387 Other:0.0112988587205 Building_or_Public_Space:0.654007070777 Road_or_Driveway:0.0375281011148 Traffic_Signal:0.0
155 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.810836708208 Other:0.00195818192016 Building_or_Public_Space:0.161938235111 Road_or_Driveway:0.0251341392181 Traffic_Signal:0.000132735543639
156 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.716680878253 Other:0.00703715594555 Building_or_Public_Space:0.233915089516 Road_or_Driveway:0.042366876286 Traffic_Signal:0.0
157 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.710298706303 Other:0.0200553595455 Building_or_Public_Space:0.213728009592 Road_or_Driveway:0.0559179245593 Traffic_Signal:0.0
158 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.730967383841 Other:0.00812559899384 Building_or_Public_Space:0.240997451144 Road_or_Driveway:0.0199095660217 Traffic_Signal:0.0
159 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.826864408791 Other:0.0103006589382 Building_or_Public_Space:0.135351610513 Road_or_Driveway:0.0274833217574 Traffic_Signal:0.0
160 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.956174435471 Other:0.0014776300179 Building_or_Public_Space:0.0407507908223 Road_or_Driveway:0.00159714368898 Traffic_Signal:0.0
161 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.8961897344 Other:0.0137768234765 Building_or_Public_Space:0.0843090121696 Road_or_Driveway:0.00572442995414 Traffic_Signal:0.0
162 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.880011391496 Other:0.00303268520012 Building_or_Public_Space:0.113379146239 Road_or_Driveway:0.00357677706534 Traffic_Signal:0.0
163 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.834368411555 Other:0.00478569565356 Building_or_Public_Space:0.15440874948 Road_or_Driveway:0.00643714331191 Traffic_Signal:0.0
164 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.734354472461 Other:0.010849678809 Building_or_Public_Space:0.207737548903 Road_or_Driveway:0.0470582998269 Traffic_Signal:0.0
165 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.661750294234 Other:0.00578606441951 Building_or_Public_Space:0.308244209381 Road_or_Driveway:0.024219431965 Traffic_Signal:0.0
166 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.538863780177 Other:0.0066864132129 Building_or_Public_Space:0.397401467301 Road_or_Driveway:0.0570483393093 Traffic_Signal:0.0
167 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.770065011983 Other:0.0430033616182 Building_or_Public_Space:0.144092368544 Road_or_Driveway:0.0428392578545 Traffic_Signal:0.0
168 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.559950847876 Other:0.183534435595 Building_or_Public_Space:0.20112963075 Road_or_Driveway:0.0553850857793 Traffic_Signal:0.0
169 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.607585954459 Other:0.0317355031267 Building_or_Public_Space:0.244539995516 Road_or_Driveway:0.116138546898 Traffic_Signal:0.0
170 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.707229180823 Other:0.00528506699609 Building_or_Public_Space:0.253090750842 Road_or_Driveway:0.0343950013388 Traffic_Signal:0.0
171 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.892760956079 Other:0.00844446354742 Building_or_Public_Space:0.089450461769 Road_or_Driveway:0.00934411860415 Traffic_Signal:0.0
172 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.770919973517 Other:0.0351246585614 Building_or_Public_Space:0.166807805497 Road_or_Driveway:0.0271475624241 Traffic_Signal:0.0
173 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.659359985271 Other:0.0171707542184 Building_or_Public_Space:0.281927265887 Road_or_Driveway:0.0415419946235 Traffic_Signal:0.0
174 Person_or_Vehicle Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.295429323683 Other:0.000946071912765 Building_or_Public_Space:0.697294574955 Road_or_Driveway:0.00633002944964 Traffic_Signal:0.0
175 Person_or_Vehicle Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.327612656372 Other:0.00180891834484 Building_or_Public_Space:0.660387003507 Road_or_Driveway:0.010092792484 Traffic_Signal:9.86292918234e-05
176 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.639693529757 Other:0.0149761472414 Building_or_Public_Space:0.336649760359 Road_or_Driveway:0.00805047174549 Traffic_Signal:0.000630090897095
177 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.727860890989 Other:0.00383661139819 Building_or_Public_Space:0.251208626651 Road_or_Driveway:0.017093870961 Traffic_Signal:0.0
178 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.801033723133 Other:0.00533689134565 Building_or_Public_Space:0.142433360876 Road_or_Driveway:0.0511960246461 Traffic_Signal:0.0
179 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.73504818311 Other:0.0130845248082 Building_or_Public_Space:0.171095556415 Road_or_Driveway:0.0807717356668 Traffic_Signal:0.0
180 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.848921501149 Other:0.0101608911196 Building_or_Public_Space:0.128486792667 Road_or_Driveway:0.0124308150651 Traffic_Signal:0.0
181 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.75300906373 Other:0.0141354362234 Building_or_Public_Space:0.16158263824 Road_or_Driveway:0.0712728618073 Traffic_Signal:0.0
182 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.593117679282 Other:0.0170361564575 Building_or_Public_Space:0.276988759153 Road_or_Driveway:0.112857405108 Traffic_Signal:0.0
183 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.722388667019 Other:0.0072084323336 Building_or_Public_Space:0.241431432822 Road_or_Driveway:0.0289714678258 Traffic_Signal:0.0
184 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.424620994096 Other:0.00598193759942 Building_or_Public_Space:0.351507443633 Road_or_Driveway:0.217889624671 Traffic_Signal:0.0
185 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.575652677858 Other:0.00707856944197 Building_or_Public_Space:0.158310243326 Road_or_Driveway:0.258958509374 Traffic_Signal:0.0
186 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.743516962358 Other:0.00755548758829 Building_or_Public_Space:0.225018487205 Road_or_Driveway:0.0239090628484 Traffic_Signal:0.0
187 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.95829269328 Other:0.00576725398356 Building_or_Public_Space:0.0337603161612 Road_or_Driveway:0.00217973657563 Traffic_Signal:0.0
188 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.968939235558 Other:0.00117510197644 Building_or_Public_Space:0.0294398568944 Road_or_Driveway:0.000445805571248 Traffic_Signal:0.0
189 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.860058246657 Other:0.000657024471199 Building_or_Public_Space:0.137225803524 Road_or_Driveway:0.00205892534778 Traffic_Signal:0.0
190 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.950469160233 Other:0.00072703367947 Building_or_Public_Space:0.0463641796439 Road_or_Driveway:0.00243962644388 Traffic_Signal:0.0
191 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.836113728497 Other:0.00142998239193 Building_or_Public_Space:0.157052050723 Road_or_Driveway:0.00540423838825 Traffic_Signal:0.0
192 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.623309051538 Other:0.00994276217406 Building_or_Public_Space:0.331888642164 Road_or_Driveway:0.0348595441234 Traffic_Signal:0.0
193 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.8674305796 Other:0.000889492990911 Building_or_Public_Space:0.128612878056 Road_or_Driveway:0.00306704935313 Traffic_Signal:0.0
194 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.457874601069 Other:0.00422245921151 Building_or_Public_Space:0.530797237837 Road_or_Driveway:0.00710570188275 Traffic_Signal:0.0
195 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.513091712682 Other:0.0228993422136 Building_or_Public_Space:0.337717520361 Road_or_Driveway:0.125443354966 Traffic_Signal:0.00084806977783
196 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.735031030948 Other:0.0201901384233 Building_or_Public_Space:0.191268447661 Road_or_Driveway:0.0535103829677 Traffic_Signal:0.0
197 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.984392694082 Other:0.000700374804195 Building_or_Public_Space:0.0110910280032 Road_or_Driveway:0.00381590311109 Traffic_Signal:0.0
198 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.992430319376 Other:0.000306893366577 Building_or_Public_Space:0.0035971324847 Road_or_Driveway:0.00366565477299 Traffic_Signal:0.0
199 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.945806561013 Other:0.000782836756575 Building_or_Public_Space:0.0512554140539 Road_or_Driveway:0.00215518817616 Traffic_Signal:0.0
200 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.90852180709 Other:0.00194596632559 Building_or_Public_Space:0.0687071829036 Road_or_Driveway:0.020825043681 Traffic_Signal:0.0
201 Traffic_Signal Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.880468961012 Other:0.00916307065353 Building_or_Public_Space:0.0718639837879 Road_or_Driveway:0.0385039845462 Traffic_Signal:0.0
202 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.971568667569 Other:0.00168369705681 Building_or_Public_Space:0.0247339008515 Road_or_Driveway:0.00201373452268 Traffic_Signal:0.0
203 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.953316094582 Other:0.00185231143848 Building_or_Public_Space:0.0416131076523 Road_or_Driveway:0.00321848632719 Traffic_Signal:0.0
204 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.840052941354 Other:0.00447215725073 Building_or_Public_Space:0.149469646077 Road_or_Driveway:0.00600525531827 Traffic_Signal:0.0
205 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.618223433674 Other:0.0247473510273 Building_or_Public_Space:0.343353158028 Road_or_Driveway:0.0136760572703 Traffic_Signal:0.0
206 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.715438555158 Other:0.0054921475503 Building_or_Public_Space:0.261281305458 Road_or_Driveway:0.0177879918336 Traffic_Signal:0.0
207 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.962742498842 Other:0.00933671346243 Building_or_Public_Space:0.0252657115521 Road_or_Driveway:0.00265507614345 Traffic_Signal:0.0
208 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.916472102198 Other:0.00366008936583 Building_or_Public_Space:0.0636401197763 Road_or_Driveway:0.0162276886602 Traffic_Signal:0.0
209 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.771754884309 Other:0.00153386176285 Building_or_Public_Space:0.223435612636 Road_or_Driveway:0.00327564129157 Traffic_Signal:0.0
210 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.649631412946 Other:0.0126601091134 Building_or_Public_Space:0.258617796415 Road_or_Driveway:0.0790906815247 Traffic_Signal:0.0
211 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.847329071874 Other:0.0163878147961 Building_or_Public_Space:0.120494879762 Road_or_Driveway:0.015788233567 Traffic_Signal:0.0
212 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.42188172787 Other:0.229758550729 Building_or_Public_Space:0.293103787527 Road_or_Driveway:0.0552559338746 Traffic_Signal:0.0
213 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.984000753235 Other:0.00170456030758 Building_or_Public_Space:0.0130358529358 Road_or_Driveway:0.00125883352201 Traffic_Signal:0.0
214 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.86084036317 Other:0.0163785519322 Building_or_Public_Space:0.119346367429 Road_or_Driveway:0.0034347174688 Traffic_Signal:0.0
215 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.800206175564 Other:0.00365465887579 Building_or_Public_Space:0.188679308218 Road_or_Driveway:0.00745985734223 Traffic_Signal:0.0
216 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.452277841257 Other:0.00425135505104 Building_or_Public_Space:0.539781542891 Road_or_Driveway:0.0036892608016 Traffic_Signal:0.0
217 Person_or_Vehicle Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.455465031547 Other:0.00202080628919 Building_or_Public_Space:0.4924512714 Road_or_Driveway:0.0492598912366 Traffic_Signal:0.000802999527355
218 Road_or_Driveway Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.401717917555 Other:0.00266731648765 Building_or_Public_Space:0.492126469927 Road_or_Driveway:0.102538765355 Traffic_Signal:0.000949530675214
219 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.584554844077 Other:0.00314279420298 Building_or_Public_Space:0.221379700634 Road_or_Driveway:0.183973040408 Traffic_Signal:0.00694962067761
220 Road_or_Driveway Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.320602129505 Other:0.00440007697173 Building_or_Public_Space:0.664257200809 Road_or_Driveway:0.0107405927145 Traffic_Signal:0.0
221 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.730359929032 Other:0.00654662868891 Building_or_Public_Space:0.194166531653 Road_or_Driveway:0.0679772174629 Traffic_Signal:0.000949693163119
222 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.830734293222 Other:0.00556767995022 Building_or_Public_Space:0.145499623007 Road_or_Driveway:0.0181984038202 Traffic_Signal:0.0
223 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.64943528582 Other:0.0232216976954 Building_or_Public_Space:0.318313305579 Road_or_Driveway:0.00902971090642 Traffic_Signal:0.0
224 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.783955340477 Other:0.00972613854476 Building_or_Public_Space:0.175429092758 Road_or_Driveway:0.0308894282205 Traffic_Signal:0.0
